side,game,pa,pitch_no,inning,half,count,outs,pitcher,batter,stance,type,velocity,v_break,h_break,zone,in_zone,plate_x,plate_y,swing,whiff,contact,call,exit_velocity,launch_angle,spray_angle,distance,result
Pitching,2026091201,2026091201#20,2,3,TOP,1-0,2,syobonnkun,TYPE_NOOB,R,サークルチェンジ,107.0,0.6,-0.9,6,false,-0.8,1.5,true,false,true,IN_PLAY,156.6,33.9,-23.3,114.9,DOUBLE
Pitching,2026091201,2026091201#21,1,3,TOP,0-0,2,syobonnkun,Pen4,L,ツーシームファスト,119.7,0.9,-0.7,22,false,-0.2,0.2,false,false,false,BALL,,,,,
Pitching,2026091201,2026091201#21,2,3,TOP,1-0,2,syobonnkun,Pen4,L,SFF,109.2,-0.6,0.0,23,false,0.1,-0.1,true,false,true,IN_PLAY,146.9,-50.6,-9.2,30.4,SINGLE
Batting,2026091201,2026091201#25,2,3,BOTTOM,0-0,2,Pen4,syobonnkun,R,ツーシームファスト,121.1,0.8,-0.7,20,false,1.2,0.8,true,true,false,SWINGING_STRIKE,,,,,
Batting,2026091201,2026091201#25,3,3,BOTTOM,0-1,2,Pen4,syobonnkun,R,ツーシームファスト,121.0,0.8,-0.7,7,true,-0.2,1.4,true,false,true,FOUL,114.0,64.8,-75.3,17.3,STRIKE_OUT
Batting,2026091201,2026091201#26,1,3,BOTTOM,0-2,2,Pen4,syobonnkun,R,SFF,108.2,-0.6,0.0,25,false,1.6,0.2,true,true,false,SWINGING_STRIKE,,,,,
Pitching,2026091201,2026091201#26,2,4,TOP,0-0,0,syobonnkun,hachi_18,R,サークルチェンジ,107.7,0.3,-1.0,3,false,-0.1,2.8,false,false,false,BALL,,,,,
Pitching,2026091201,2026091201#26,3,4,TOP,1-0,0,syobonnkun,hachi_18,R,SFF,108.3,-0.6,0.0,13,true,0.1,0.9,false,false,false,CALLED_STRIKE,,,,,
Pitching,2026091201,2026091201#26,4,4,TOP,1-1,0,syobonnkun,hachi_18,R,ツーシームファスト,120.9,0.8,-0.7,3,false,0.0,1.9,false,false,false,BALL,,,,,
Pitching,2026091201,2026091201#26,5,4,TOP,2-1,0,syobonnkun,hachi_18,R,スラーブ,102.9,-0.7,2.5,25,false,0.6,0.4,true,true,false,SWINGING_STRIKE,,,,,STRIKE_OUT
Pitching,2026091201,2026091201#27,1,4,TOP,2-2,0,syobonnkun,hachi_18,R,サークルチェンジ,107.7,0.3,-1.0,18,true,0.0,0.7,true,true,false,SWINGING_STRIKE,,,,,
Pitching,2026091201,2026091201#27,2,4,TOP,0-0,1,syobonnkun,M0nJ,R,SFF,108.1,-0.6,0.0,19,true,0.6,0.9,true,false,true,IN_PLAY,144.3,4.6,18.0,37.8,GROUND_OUT
Pitching,2026091201,2026091201#28,1,4,TOP,0-0,2,syobonnkun,TYPE_NOOB,R,スラーブ,103.7,0.7,2.0,20,false,0.8,0.8,false,false,false,BALL,,,,,
Pitching,2026091201,2026091201#28,2,4,TOP,1-0,2,syobonnkun,TYPE_NOOB,R,スラーブ,102.1,-0.6,2.5,24,false,0.6,0.4,false,false,false,BALL,,,,,
Pitching,2026091201,2026091201#28,3,4,TOP,2-0,2,syobonnkun,TYPE_NOOB,R,ツーシームファスト,122.5,0.8,-0.7,10,false,0.7,1.5,false,false,false,BALL,,,,,
Pitching,2026091201,2026091201#28,4,4,TOP,3-0,2,syobonnkun,TYPE_NOOB,R,サークルチェンジ,107.2,0.3,-0.9,18,true,-0.1,0.8,true,true,false,SWINGING_STRIKE,,,,,
Pitching,2026091201,2026091201#28,5,4,TOP,3-1,2,syobonnkun,TYPE_NOOB,R,SFF,108.1,-0.5,0.0,19,true,0.3,0.6,true,false,true,FOUL,132.1,76.6,-56.6,41.9,STRIKE_OUT
Pitching,2026091201,2026091201#29,1,4,TOP,3-2,2,syobonnkun,TYPE_NOOB,R,SFF,108.3,-0.6,0.0,8,true,0.1,1.4,true,true,false,CALLED_STRIKE,,,,,
Batting,2026091201,2026091201#33,1,4,BOTTOM,0-0,2,Pen4,syobonnkun,R,SFF,107.7,0.2,0.0,24,false,0.4,0.4,true,true,false,SWINGING_STRIKE,,,,,
Batting,2026091201,2026091201#33,2,4,BOTTOM,0-1,2,Pen4,syobonnkun,R,SFF,108.1,-0.6,0.0,23,false,0.2,0.5,true,false,true,IN_PLAY,157.0,20.7,37.6,101.6,DOUBLE
Pitching,2026091201,2026091201#35,2,5,TOP,0-0,0,syobonnkun,gaifukaisei,R,ツーシームファスト,120.9,0.8,-0.7,3,false,-0.1,1.8,false,false,false,BALL,,,,,
Pitching,2026091201,2026091201#35,3,5,TOP,1-0,0,syobonnkun,gaifukaisei,R,サークルチェンジ,106.8,0.3,-0.9,17,true,-0.3,0.7,false,false,false,CALLED_STRIKE,,,,,
Pitching,2026091201,2026091201#35,4,5,TOP,1-1,0,syobonnkun,gaifukaisei,R,SFF,106.3,0.1,0.0,23,false,0.0,0.3,false,false,false,BALL,,,,,
Pitching,2026091201,2026091201#35,5,5,TOP,2-1,0,syobonnkun,gaifukaisei,R,スラーブ,102.8,-1.3,2.6,24,false,0.4,0.0,false,false,false,BALL,,,,,
Pitching,2026091201,2026091201#35,6,5,TOP,3-1,0,syobonnkun,gaifukaisei,R,ツーシームファスト,121.3,0.8,-0.7,17,true,-0.4,0.9,false,false,false,CALLED_STRIKE,,,,,STRIKE_OUT
Pitching,2026091201,2026091201#36,1,5,TOP,3-2,0,syobonnkun,gaifukaisei,R,サークルチェンジ,108.5,0.4,-0.9,7,true,-0.2,1.4,true,false,true,CALLED_STRIKE,169.4,37.2,-0.1,114.6,DOUBLE
Pitching,2026091201,2026091201#37,1,5,TOP,0-0,0,syobonnkun,M0nJ,R,ツーシームファスト,121.3,0.8,-0.7,19,true,0.3,0.6,false,false,false,CALLED_STRIKE,,,,,
Pitching,2026091201,2026091201#37,2,5,TOP,0-1,0,syobonnkun,M0nJ,R,サークルチェンジ,107.7,0.4,-0.9,18,true,-0.1,0.6,true,true,false,SWINGING_STRIKE,,,,,
Pitching,2026091201,2026091201#37,3,5,TOP,0-2,0,syobonnkun,M0nJ,R,SFF,108.5,1.0,0.0,18,true,0.1,0.6,false,false,false,BALL,,,,,STRIKE_OUT
Pitching,2026091201,2026091201#38,1,5,TOP,1-2,0,syobonnkun,M0nJ,R,スラーブ,101.4,-0.3,2.3,24,false,0.6,0.5,true,true,false,SWINGING_STRIKE,,,,,
Pitching,2026091201,2026091201#38,2,5,TOP,0-0,1,syobonnkun,TYPE_NOOB,R,SFF,108.8,-0.6,0.0,19,true,0.3,0.7,true,true,false,SWINGING_STRIKE,,,,,
Pitching,2026091201,2026091201#38,3,5,TOP,0-1,1,syobonnkun,TYPE_NOOB,R,サークルチェンジ,109.0,0.6,-0.7,8,true,0.1,1.5,true,false,true,IN_PLAY,157.3,27.8,-24.7,108.4,DOUBLE
Pitching,2026091201,2026091201#39,1,5,TOP,0-0,1,syobonnkun,gaifukaisei,R,スラーブ,103.8,-0.4,2.3,25,false,1.1,0.5,false,false,false,BALL,,,,,
Pitching,2026091201,2026091201#39,2,5,TOP,1-0,1,syobonnkun,gaifukaisei,R,スラーブ,102.9,-0.2,2.3,17,true,-0.4,0.5,false,false,false,BALL,,,,,
Pitching,2026091201,2026091201#39,3,5,TOP,2-0,1,syobonnkun,gaifukaisei,R,スラーブ,102.2,-1.5,2.8,12,true,-0.2,1.0,true,false,true,IN_PLAY,170.0,21.5,-3.3,113.4,DOUBLE
Pitching,2026091201,2026091201#40,1,5,TOP,0-0,1,syobonnkun,hachi_18,R,SFF,107.2,-0.6,0.0,13,true,-0.1,1.3,false,false,false,CALLED_STRIKE,,,,,
Pitching,2026091201,2026091201#40,2,5,TOP,0-1,1,syobonnkun,hachi_18,R,サークルチェンジ,107.5,0.3,-0.9,8,true,-0.2,1.5,false,false,false,CALLED_STRIKE,,,,,STRIKE_OUT
Pitching,2026091201,2026091201#41,1,5,TOP,0-2,1,syobonnkun,hachi_18,R,ツーシームファスト,121.5,0.8,-0.6,8,true,0.2,1.4,true,true,false,CALLED_STRIKE,,,,,
Pitching,2026091201,2026091201#41,2,5,TOP,0-0,2,syobonnkun,M0nJ,R,ツーシームファスト,120.0,0.8,-0.7,8,true,0.2,1.4,true,false,true,FOUL,62.9,55.5,-159.4,10.5,
Pitching,2026091201,2026091201#41,3,5,TOP,0-1,2,syobonnkun,M0nJ,R,SFF,108.5,-0.5,0.0,13,true,0.0,1.2,true,false,true,FOUL,40.2,-11.2,150.7,7.2,STRIKE_OUT
Pitching,2026091202,2026091202#1,1,1,TOP,0-0,0,syobonnkun,sota2486,R,ツーシームファスト,119.9,0.9,-0.7,18,true,0.1,0.6,true,false,true,FOUL,33.9,-8.4,-157.6,6.9,
Pitching,2026091202,2026091202#1,2,1,TOP,0-1,0,syobonnkun,sota2486,R,サークルチェンジ,107.2,0.3,-1.0,2,false,-0.3,2.1,false,false,false,BALL,,,,,
Pitching,2026091202,2026091202#1,3,1,TOP,1-1,0,syobonnkun,sota2486,R,SFF,108.6,-0.6,0.0,23,false,0.1,0.2,true,true,false,SWINGING_STRIKE,,,,,STRIKE_OUT
Pitching,2026091202,2026091202#2,1,1,TOP,1-2,0,syobonnkun,sota2486,R,高速スラーブ,109.1,-1.5,1.9,14,true,0.6,1.0,false,false,false,CALLED_STRIKE,,,,,
Pitching,2026091202,2026091202#2,2,1,TOP,0-0,1,syobonnkun,Pen4,L,ツーシームファスト,120.2,0.9,-0.7,21,false,-0.6,0.3,true,false,true,IN_PLAY,169.6,11.4,-5.4,94.2,DOUBLE
Pitching,2026091202,2026091202#3,1,1,TOP,0-0,1,syobonnkun,hachi_18,R,ツーシームファスト,120.2,0.8,-0.7,24,false,0.4,0.3,false,false,false,BALL,,,,,
Pitching,2026091202,2026091202#3,2,1,TOP,1-0,1,syobonnkun,hachi_18,R,ツーシームファスト,120.3,0.8,-0.7,21,false,-0.7,0.2,false,false,false,BALL,,,,,
Pitching,2026091202,2026091202#3,3,1,TOP,2-0,1,syobonnkun,hachi_18,R,SFF,109.0,-0.6,0.0,19,true,0.3,0.9,false,false,false,CALLED_STRIKE,,,,,
Pitching,2026091202,2026091202#3,4,1,TOP,2-1,1,syobonnkun,hachi_18,R,サークルチェンジ,107.3,0.3,-1.0,7,true,-0.3,1.3,true,true,false,SWINGING_STRIKE,,,,,STRIKE_OUT
Pitching,2026091202,2026091202#4,1,1,TOP,2-2,1,syobonnkun,hachi_18,R,高速スラーブ,107.1,-1.6,1.9,13,true,-0.1,1.0,true,true,false,SWINGING_STRIKE,,,,,
Pitching,2026091202,2026091202#4,2,1,TOP,0-0,2,syobonnkun,M0nJ,R,ツーシームファスト,120.9,0.8,-0.7,18,true,0.1,0.5,true,true,false,SWINGING_STRIKE,,,,,
Pitching,2026091202,2026091202#4,3,1,TOP,0-1,2,syobonnkun,M0nJ,R,サークルチェンジ,108.4,0.3,-0.9,13,true,-0.2,1.1,true,true,false,SWINGING_STRIKE,,,,,
Pitching,2026091202,2026091202#4,4,1,TOP,0-2,2,syobonnkun,M0nJ,R,SFF,108.0,-0.6,0.0,24,false,0.3,0.4,true,false,true,IN_PLAY,129.3,-17.7,16.7,32.5,SINGLE
Pitching,2026091202,2026091202#5,1,1,TOP,0-0,2,syobonnkun,TYPE_NOOB,R,ツーシームファスト,121.2,1.2,-0.6,23,false,0.2,0.1,false,false,false,BALL,,,,,
Pitching,2026091202,2026091202#5,2,1,TOP,1-0,2,syobonnkun,TYPE_NOOB,R,SFF,108.9,-0.6,0.0,4,false,0.3,2.6,false,false,false,BALL,,,,,
Pitching,2026091202,2026091202#5,3,1,TOP,2-0,2,syobonnkun,TYPE_NOOB,R,サークルチェンジ,107.5,0.3,-0.9,8,true,0.1,1.5,true,true,false,SWINGING_STRIKE,,,,,
Pitching,2026091202,2026091202#5,4,1,TOP,2-1,2,syobonnkun,TYPE_NOOB,R,高速スラーブ,109.0,-1.2,1.7,18,true,0.1,0.5,true,false,true,IN_PLAY,204.8,28.3,-14.9,151.8,HOME_RUN
Pitching,2026091202,2026091202#6,1,1,TOP,0-0,2,syobonnkun,sota2486,R,ツーシームファスト,120.2,0.9,-0.6,13,true,0.0,1.0,true,false,true,IN_PLAY,209.0,19.7,-9.5,136.9,HOME_RUN
Pitching,2026091202,2026091202#7,1,1,TOP,0-0,2,syobonnkun,Pen4,L,SFF,107.6,-0.6,0.0,24,false,0.3,0.0,true,false,true,IN_PLAY,194.1,8.3,12.6,79.7,DOUBLE
Pitching,2026091202,2026091202#8,1,1,TOP,0-0,2,syobonnkun,hachi_18,R,ツーシームファスト,120.5,0.8,-0.7,23,false,0.0,0.4,false,false,false,BALL,,,,,
Pitching,2026091202,2026091202#8,2,1,TOP,1-0,2,syobonnkun,hachi_18,R,SFF,107.7,-0.6,0.0,19,true,0.3,0.7,true,false,true,FOUL,49.5,-58.8,82.6,6.9,
Pitching,2026091202,2026091202#8,3,1,TOP,1-1,2,syobonnkun,hachi_18,R,サークルチェンジ,107.8,0.4,-0.9,3,false,0.1,1.9,true,false,true,IN_PLAY,164.2,11.4,2.8,98.3,DOUBLE
Pitching,2026091202,2026091202#9,1,1,TOP,0-0,2,syobonnkun,M0nJ,R,サークルチェンジ,108.9,0.4,-0.9,14,true,0.4,0.9,false,false,false,CALLED_STRIKE,,,,,
Pitching,2026091202,2026091202#9,2,1,TOP,0-1,2,syobonnkun,M0nJ,R,SFF,108.2,-0.6,0.0,9,true,0.5,1.6,false,false,false,CALLED_STRIKE,,,,,
Pitching,2026091202,2026091202#9,3,1,TOP,0-2,2,syobonnkun,M0nJ,R,高速スラーブ,108.6,-1.4,1.8,25,false,0.7,0.5,true,false,true,FOUL,85.8,-24.3,47.2,24.1,
Batting,2026091202,2026091202#16,2,2,BOTTOM,0-0,0,sota2486,syobonnkun,R,高速スライダー,114.0,-0.1,1.2,19,true,0.4,0.6,true,true,false,SWINGING_STRIKE,,,,,
Batting,2026091202,2026091202#16,3,2,BOTTOM,0-1,0,sota2486,syobonnkun,R,ライズボール,117.4,2.0,0.0,19,true,0.4,0.5,true,true,false,SWINGING_STRIKE,,,,,STRIKE_OUT
Batting,2026091202,2026091202#17,1,2,BOTTOM,0-2,0,sota2486,syobonnkun,R,ライズボール,116.9,2.0,0.0,3,false,-0.1,1.9,true,true,false,SWINGING_STRIKE,,,,,
Batting,2026091202,2026091202#23,2,3,BOTTOM,0-0,0,sota2486,syobonnkun,R,ライズボール,116.9,2.0,0.0,13,true,-0.2,1.3,false,false,false,CALLED_STRIKE,,,,,
Batting,2026091202,2026091202#23,3,3,BOTTOM,0-1,0,sota2486,syobonnkun,R,高速スライダー,114.3,0.1,1.2,19,true,0.5,0.5,true,false,true,IN_PLAY,175.6,20.2,1.1,110.8,SINGLE
Batting,2026091202,2026091202#28,1,3,BOTTOM,0-0,2,sota2486,syobonnkun,R,高速スライダー,114.9,0.0,1.2,24,false,0.6,0.3,true,false,true,FOUL,48.5,-13.3,95.0,7.2,
Batting,2026091202,2026091202#28,2,3,BOTTOM,0-1,2,sota2486,syobonnkun,R,ライズボール,118.2,2.0,0.0,20,false,0.6,0.6,false,false,false,BALL,,,,,
Batting,2026091202,2026091202#28,3,3,BOTTOM,1-1,2,sota2486,syobonnkun,R,サークルチェンジ,107.9,0.4,-0.9,23,false,-0.1,0.4,false,false,false,CALLED_STRIKE,,,,,STRIKE_OUT
Batting,2026091202,2026091202#29,1,3,BOTTOM,1-2,2,sota2486,syobonnkun,R,高速スライダー,114.7,-0.1,1.2,25,false,1.3,0.0,true,true,false,SWINGING_STRIKE,,,,,
Batting,2026091202,2026091202#37,2,4,BOTTOM,0-0,2,sota2486,syobonnkun,R,ライズボール,115.2,2.1,0.0,23,false,0.1,0.3,false,false,false,BALL,,,,,
Batting,2026091202,2026091202#37,3,4,BOTTOM,1-0,2,sota2486,syobonnkun,R,ライズボール,117.1,2.0,0.0,17,true,-0.2,0.7,false,false,false,CALLED_STRIKE,,,,,
Batting,2026091202,2026091202#37,4,4,BOTTOM,1-1,2,sota2486,syobonnkun,R,高速スライダー,113.7,0.6,1.1,25,false,1.1,0.3,true,true,false,SWINGING_STRIKE,,,,,
Batting,2026091202,2026091202#37,5,4,BOTTOM,1-2,2,sota2486,syobonnkun,R,ライズボール,116.1,2.1,0.0,3,false,0.0,2.7,false,false,false,BALL,,,,,STRIKE_OUT
Batting,2026091202,2026091202#38,1,4,BOTTOM,2-2,2,sota2486,syobonnkun,R,サークルチェンジ,107.9,0.3,-0.9,17,true,-0.4,0.6,true,true,false,SWINGING_STRIKE,,,,,
Batting,2026091202,2026091202#47,2,5,BOTTOM,0-0,0,Pen4,syobonnkun,R,Ball,125.0,0.0,0.0,0,false,0.0,0.0,false,false,false,BALL,,,,,GROUND_OUT
Batting,2026091202,2026091202#48,1,5,BOTTOM,0-0,1,Pen4,syobonnkun,R,パワーカーブ,110.4,-0.4,1.0,14,true,0.5,1.0,false,false,false,BALL,,,,,
Batting,2026091202,2026091202#48,2,5,BOTTOM,1-0,1,Pen4,syobonnkun,R,SFF,107.8,0.3,0.0,24,false,0.6,0.4,false,false,false,BALL,,,,,
Batting,2026091202,2026091202#48,3,5,BOTTOM,2-0,1,Pen4,syobonnkun,R,ライズボール,116.8,1.9,0.0,24,false,0.3,0.5,false,false,false,CALLED_STRIKE,,,,,
Batting,2026091202,2026091202#48,4,5,BOTTOM,2-1,1,Pen4,syobonnkun,R,ライズボール,116.9,1.9,0.0,4,false,0.5,1.8,false,false,false,BALL,,,,,
Batting,2026091202,2026091202#48,5,5,BOTTOM,3-1,1,Pen4,syobonnkun,R,SFF,108.3,-0.5,0.0,23,false,0.2,0.3,true,false,true,IN_PLAY,161.5,2.9,11.9,34.5,SINGLE
